,var1,var2,corr
4631,淫語,少女,-0.03787991660722814
41971,近親もの,異種えっち,-0.037878261023792666
55038,ハーレム,首輪/鎖/拘束具,-0.03786336380988895
16335,クリ責め,回し,-0.037857412555916244
25197,男性受け,女主人公,-0.03785645787870161
55884,フタナリ,日常/生活,-0.03785645787870152
9028,制服,変身ヒロイン,-0.037845309311289176
1643,放尿/おしっこ,シリーズもの,-0.037844836719316204
30661,手コキ,精神支配,-0.03783373137129577
37316,日常/生活,トランス/暗示,-0.037830084101309856
11553,ラブコメ,汁/液大量,-0.03782658118321009
59112,学生,リョナ,-0.03775630012966968
54037,ファンタジー,東方Project,-0.037748684714326575
54793,クンニ,総集編,-0.037732456079315635
7252,アナル,ASMR,-0.03770118913224444
30255,萌え,アナル,-0.037701189132244406
52048,百合,回し,-0.0376810021951955
4449,丸呑み,ラブラブ/あまあま,-0.03766799513302492
48429,着物/和服,男性受け,-0.03765642297824716
36539,悪堕ち,男性受け,-0.03765642297824714
22043,快楽堕ち,オナニー,-0.03765517347011577
4725,拘束,コメディ,-0.037647723423043886
12343,オールハッピー,拘束,-0.03764772342304383
40430,パイズリ,スカトロ,-0.03764105770775161
56564,ギャグ,パイズリ,-0.03764105770775138
12444,フェラチオ,戦闘エロ,-0.037618639220073045
17602,トランス/暗示,焦らし,-0.03761387743186697
24387,女主人公,汁/液大量,-0.03761271479698996
38102,妊娠/孕ませ,ラブコメ,-0.03760294502944434
64032,おねショタ,ぼて腹/妊婦,-0.03754932575979368
7906,パイパン,逆転無し,-0.037512871106664916
67662,格闘,制服,-0.03749417594865063
13980,熟女,つるぺた,-0.03748965153472648
54999,ハーレム,女性視点,-0.03748661408277588
20661,戦士,フェラチオ,-0.037479866473344
42083,近親もの,総集編,-0.03746923864073789
2130,ギャル,人体改造,-0.037448576114537314
8929,制服,レズ/女同士,-0.03743359689070099
23132,中出し,血液/流血,-0.037430024445376645
25648,本番なし,合意なし,-0.03739654718020988
58377,男の娘,異種えっち,-0.0373958502029716
54003,ファンタジー,シリーズもの,-0.03739023988004915
59387,しつけ,シリーズもの,-0.03739023988004908
55807,フタナリ,スクール水着,-0.03735569939011626
3601,ツインテール,逆転無し,-0.03733884885082774
32164,おもちゃ,精神支配,-0.03732178915514072
55854,フタナリ,OL,-0.03726610218768093
23104,中出し,シリアス,-0.037246602796389895
59177,学生,クリ責め,-0.03720059267517989
55689,フタナリ,ラブラブ/あまあま,-0.03718541586404133
29850,スカトロ,潮吹き,-0.03718303441995062
17641,トランス/暗示,足コキ,-0.03717807353162897
50840,逆アナル,つるぺた,-0.03716856893437551
23803,オホ声,ビッチ,-0.037165066453305716
5115,命令/無理矢理,ギャル,-0.03714524569887375
31241,巨乳/爆乳,リョナ,-0.037066824041047504
16354,クリ責め,メガネ,-0.037059746092205366
62436,ぶっかけ,女性優位,-0.03698502960262603
46003,ソフトエッチ,巨乳/爆乳,-0.03698052602829181
31209,巨乳/爆乳,レスラー/格闘家,-0.036969310499959156
7620,口内射精,変身ヒロイン,-0.0369614026252341
54885,クンニ,悪堕ち,-0.03693004069600909
58643,男の娘,ハーレム,-0.0369151188891701
22463,和姦,拘束,-0.03690077563976113
40298,パイズリ,ASMR,-0.03689829863160274
23748,オホ声,コスプレ,-0.03687584420217414
479,逆転無し,幼なじみ,-0.03686072953176793
67940,母親,貧乳/微乳,-0.03685641035580117
42126,近親もの,女主人公,-0.03684390792578731
46880,少年,中出し,-0.036838863370566514
30872,手コキ,スカトロ,-0.03683819875175093
26828,人妻,乳首責め,-0.03681259734726234
47376,女性優位,オナニー,-0.036769900379207875
20884,潮吹き,総集編,-0.036758961642210666
38193,妊娠/孕ませ,OL,-0.036727499998564235
49322,ショタ,クリ責め,-0.03665548345247346
25499,本番なし,イラマチオ,-0.03664009871448298
11747,オフィス/職場,つるぺた,-0.03662851519932901
24375,女主人公,ギャル,-0.03662188152190011
63342,ムチムチ,ラブコメ,-0.03660573078293979
31367,巨乳/爆乳,強気受け,-0.03660089981070415
52882,連続絶頂,人妻,-0.03660020180718545
65437,純愛,淫語,-0.036584678945217684
28328,体操着,触手,-0.03657361701734906
4627,淫語,黒髪,-0.036553021592503156
38351,歳の差,触手,-0.03654345295564098
22397,和姦,逆転無し,-0.03653898061050759
29780,スカトロ,制服,-0.0365278157375128
22467,和姦,命令/無理矢理,-0.03649991051680367
2176,異種えっち,逆転無し,-0.036492439720881696
29769,スカトロ,口内射精,-0.036491179321658074
47403,女性優位,触手,-0.036476824357593834
7991,パイパン,リョナ,-0.03646850891096345
6073,搾乳,ラブラブ/あまあま,-0.03645893011259998
38718,ミリタリー,中出し,-0.03644442056155234
23031,中出し,メス堕ち,-0.03643556739127299
31130,巨乳/爆乳,おむつ,-0.036426207249025
42131,近親もの,本番なし,-0.03642167269203355
54137,ファンタジー,クリ責め,-0.0364143967226136
62073,ほのぼの,複数プレイ/乱交,-0.03640047365307553
63411,ムチムチ,女主人公,-0.03639876692015835
14255,学校/学園,機械責め,-0.036392921272518024
26951,人妻,性転換(TS),-0.03638357222729436
55769,フタナリ,フェラチオ,-0.03636920441357163
36248,おっぱい,人外娘/モンスター娘,-0.0363125112297521
36249,おっぱい,戦士,-0.03630731605009232
56377,ギャグ,拘束,-0.036281891336662056
12371,オールハッピー,触手,-0.03625174964981673
7819,触手,コメディ,-0.03625174964981663
53348,淫乱,シリーズもの,-0.03621640560456547
28711,妹,逆転無し,-0.03621475411493541
23378,マニアック/変態,フェラチオ,-0.036210156998187096
31231,巨乳/爆乳,ヤクザ/裏社会,-0.036208627768106044
11222,ビッチ,シリーズもの,-0.03619228297119549
24965,合意なし,和姦,-0.03618419494678064
54646,クンニ,逆転無し,-0.036181155394097594
7818,触手,同級生/同僚,-0.036160625965282245
21020,断面図,搾乳,-0.03609982550443826
35719,ツルペタ,お姉さん,-0.036094231296418616
12209,ナース,つるぺた,-0.036080693864571904
47501,女性優位,合意なし,-0.03606781934007457
13905,熟女,貧乳/微乳,-0.03606165237613716
15096,獣耳,回し,-0.03605932524801595
23948,寝取られ,汁/液大量,-0.036029960373961875
7553,口内射精,人体改造,-0.03597004211100844
67881,格闘,ぶっかけ,-0.03596411655864574
4703,拘束,シリーズもの,-0.035954069528038625
54996,ハーレム,人体改造,-0.03594472862408156
26862,人妻,異種えっち,-0.03593225109573191
62346,ぶっかけ,オホ声,-0.03592182054685267
22443,和姦,汁/液大量,-0.03589850631147589
63976,おねショタ,寝取り,-0.035893376582582515
54770,クンニ,性転換(TS),-0.03588625899751726
63704,出産,フェラチオ,-0.03587302696060158
33723,逆レ,女性視点,-0.03586738595993345
50305,フェチ,寝取られ,-0.035864207524748226
24087,寝取られ,マニアック/変態,-0.035864207524748185
64170,おねショタ,ツルペタ,-0.03585630378994064
54977,ハーレム,逆転無し,-0.03584890265908213
59240,学生,スカトロ,-0.03582163711388995
55849,フタナリ,体操着,-0.035816938909982964
3368,母乳,シリーズもの,-0.03576909832786738
37616,腹パン,中出し,-0.03574639006540035
34406,異世界転生,中出し,-0.035746390065400264
23112,中出し,主従,-0.035746390065400195
4837,オナニー,レスラー/格闘家,-0.035742824898138605
21014,断面図,バイノーラル/ダミヘ,-0.03573188369795616
58329,男の娘,レズ/女同士,-0.03572562892523179
19997,体格差,拘束,-0.03570858071621324
16440,クリ責め,ビッチ,-0.035697263402780496
53334,淫乱,精神支配,-0.03565783740049506
3034,ラブラブ/あまあま,逆転無し,-0.0356250759934233
36223,おっぱい,責め苦,-0.03562354345560825
7787,触手,恋人同士,-0.03562353114736216
23924,寝取られ,女性視点,-0.03561445952066043
3029,ラブラブ/あまあま,メス堕ち,-0.035602402485922745
59444,しつけ,バイノーラル/ダミヘ,-0.03559958038714177
68057,母親,処女,-0.03558358349637533
51850,VTuber,学校/学園,-0.03556482099935359
8287,ぼて腹/妊婦,逆転無し,-0.035558594079034556
67092,癒し,複数プレイ/乱交,-0.03555339809327842
63624,出産,ラブラブ/あまあま,-0.03555336639900632
19535,屈辱,乳首責め,-0.03554970949131171
29146,退廃/背徳/インモラル,本番なし,-0.03553720839264742
22009,快楽堕ち,メガネ,-0.03553007658201285
31094,お尻/ヒップ,オホ声,-0.035528913038542415
22910,脚,つるぺた,-0.035524745309511746
55611,フタナリ,浮気,-0.03550173071401591
55668,フタナリ,放尿/おしっこ,-0.035500089639458124
15978,ごっくん/食ザー,シリーズもの,-0.0354845909630839
3530,レスラー/格闘家,貧乳/微乳,-0.03544584098802587
24987,男性受け,超ひどい,-0.03544496098120884
12455,フェラチオ,同居,-0.03544292062599547
28599,浣腸,フェラチオ,-0.03544292062599543
33978,長身,アヘ顔,-0.03543572799962088
14222,学校/学園,メス堕ち,-0.035414898944628334
23738,オホ声,ツインテール,-0.03539961172511516
4645,淫語,ツインテール,-0.03539961172511514
52034,百合,逆転無し,-0.03539289589776184
12436,フェラチオ,精神支配,-0.035376656762100854
7824,触手,イラマチオ,-0.03535712411815289
31153,巨乳/爆乳,SM,-0.03535452826129698
25089,男性受け,セーラー服,-0.03535139281771577
55724,フタナリ,セーラー服,-0.03535139281771571
12939,処女,機械責め,-0.03534962359892324
19607,屈辱,バイノーラル/ダミヘ,-0.03533398069502879
2098,ギャル,レズ/女同士,-0.03533140284525715
25538,本番なし,セーラー服,-0.03531329881885037
62372,ぶっかけ,スカトロ,-0.03529403957812827
55878,フタナリ,ツルペタ,-0.03529356521138304
23098,中出し,女王様/お姫様,-0.03525106524251792
39897,サキュバス/淫魔,妊娠/孕ませ,-0.03524907696078192
39890,サキュバス/淫魔,おっぱい,-0.03524408560397497
36163,おっぱい,変身ヒロイン,-0.03524102673662524
2973,汁/液大量,シリーズもの,-0.03523396806632231
7256,アナル,リョナ,-0.03521496339096263
42696,童貞,快楽堕ち,-0.0351902922891523
22147,快楽堕ち,人外娘/モンスター娘,-0.03519029228915224
58519,男の娘,お姉さん,-0.03519029228915211
4803,オナニー,人体改造,-0.0351797792157405
55167,ハーレム,女主人公,-0.03515123215851596
49194,ショタ,女性視点,-0.035092005509667665
32088,褐色/日焼け,快楽堕ち,-0.0350862418919691
30921,お尻/ヒップ,回し,-0.03504604291790471
9021,制服,搾乳,-0.03503473634242691
987,貧乳/微乳,戦闘エロ,-0.035026246369861756
1874,ゲイ/男同士,貧乳/微乳,-0.03502624636986168
31229,巨乳/爆乳,バイノーラル/ダミヘ,-0.03500111001111103
9995,青姦,触手,-0.03500005986644449
50435,初体験,乳首責め,-0.03499818727863316
26912,人妻,リョナ,-0.03498800804309038
7679,スレンダー,女性視点,-0.034962200202318605
7022,つるぺた,複乳/怪乳/超乳,-0.034960281534215085
67280,キャットファイト,つるぺた,-0.034960281534214974
2244,黒髪,精神支配,-0.034954776134694374
66098,女教師,乳首責め,-0.03495022329588703
35743,ツルペタ,人妻,-0.03494843264908958
31284,巨乳/爆乳,言葉責め,-0.034942367926048525
63286,ムチムチ,淫語,-0.034933250002288856
36176,おっぱい,幽霊,-0.03492678758883426
36285,おっぱい,浣腸,-0.034926787588834204
58811,ニプルファック,フェラチオ,-0.03491744654429989
55436,下克上,フェラチオ,-0.03491744654429985
12546,フェラチオ,チラリズム,-0.03491744654429984
61233,虫えっち,フェラチオ,-0.03491744654429981
46823,少年,フェラチオ,-0.034877373080575605
22949,脚,フェラチオ,-0.03487737308057558
5453,バイノーラル/ダミヘ,拘束,-0.0348659097302692
14246,学校/学園,人体改造,-0.034841244653273325
55678,フタナリ,黒髪,-0.03481419581724954
22069,快楽堕ち,スレンダー,-0.0348100337141288
40400,パイズリ,脚,-0.03476820470155706
46949,少年,パイズリ,-0.034768204701557
40369,パイズリ,おもらし,-0.034757595029925786
6702,リョナ,乳首責め,-0.03470500659765037
31074,お尻/ヒップ,屈辱,-0.03469890350038241
38158,妊娠/孕ませ,お姉さん,-0.03468085889478468
5457,バイノーラル/ダミヘ,命令/無理矢理,-0.03466399617766711
63053,着衣,オホ声,-0.03466109885268634
63079,着衣,スカトロ,-0.03464872065008796
23865,オホ声,和姦,-0.03464128558464668
35543,ツルペタ,乳首責め,-0.034553818701772675
51842,VTuber,処女,-0.03454526297232426
55804,フタナリ,緊縛,-0.03453997109050119
7071,つるぺた,人体改造,-0.034538284547088224
63680,出産,制服,-0.034534930146359104
59187,学生,女体化,-0.03452816615060968
31302,巨乳/爆乳,責め苦,-0.034507100729532905
31147,巨乳/爆乳,オカルト,-0.03450710072953287
21213,無表情,オナニー,-0.03445865977882902
67239,キャットファイト,ラブラブ/あまあま,-0.03444932914715471
7042,つるぺた,ニューハーフ,-0.03438688292478376
4217,首輪/鎖/拘束具,逆転無し,-0.034384031627243135
35542,ツルペタ,逆転無し,-0.0343840316272431
38257,歳の差,逆転無し,-0.03438403162724306
63931,おねショタ,SM,-0.03434999836389003
55247,ハーレム,女装,-0.034341307939504455
28898,妹,オホ声,-0.03433389817428212
29138,退廃/背徳/インモラル,オホ声,-0.034329546972136304
22046,快楽堕ち,命令/無理矢理,-0.03432293085116894
65623,純愛,サキュバス/淫魔,-0.03431422593465174
23029,中出し,焦らし,-0.034290272073750495
12927,処女,シリーズもの,-0.03428279897063645
21578,お姉さん,人体改造,-0.03426524265933673
1646,放尿/おしっこ,人体改造,-0.03426524265933672
31824,メイド,屈辱,-0.034238801405141066
20088,体格差,トランス/暗示,-0.03422369443353601
67445,キャットファイト,パイズリ,-0.03421576183630521
56504,ギャグ,男性受け,-0.03421375368585893
56614,ギャグ,フタナリ,-0.03421375368585884
52967,連続絶頂,フェチ,-0.03417946333774293
23700,オホ声,シリーズもの,-0.034179303648217356
4607,淫語,シリーズもの,-0.03417930364821726
11228,ビッチ,女性視点,-0.034174656723178494
12988,処女,3D作品,-0.03413632906012997
12921,処女,戦闘エロ,-0.03413632906012993
66956,癒し,処女,-0.03413632906012992
35593,ツルペタ,母乳,-0.03411451125779134
36166,おっぱい,アナル,-0.034104954949423255
12627,言葉責め,異種えっち,-0.034078720151094075
7743,スレンダー,変身ヒロイン,-0.03406974395236769
11058,露出,乳首責め,-0.034065928722767924
47391,女性優位,セーラー服,-0.034058590381691456
60156,屋外,触手,-0.03404873478673852
1095,シリーズもの,幼なじみ,-0.03403161547122771
36473,悪堕ち,フェラチオ,-0.03397695110696245
42810,売春/援交,乳首責め,-0.03395960357424976
